ID_norm,ID,NUTS3,municipality_id,parish_name,split_scope,split_role,cv_fold,split_label
010305,010305,PT16D,0103,Avelãs de Cima,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010307,010307,PT16D,0103,Moita,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010309,010309,PT16D,0103,Sangalhos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010310,010310,PT16D,0103,São Lourenço do Bairro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010312,010312,PT16D,0103,Vila Nova de Monsarros,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010313,010313,PT16D,0103,Vilarinho do Bairro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010316,010316,PT16D,0103,"União das Freguesias de Amoreira da Gândara, Paredes do Bairro e Ancas",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010317,010317,PT16D,0103,União das Freguesias de Arcos e Mogafores,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010318,010318,PT16D,0103,"União das Freguesias de Tamengos, Aguim e Óis do Bairro",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010402,010402,PT11A,0104,Alvarenga,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010407,010407,PT11A,0104,Chave,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010409,010409,PT11A,0104,Escariz,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010411,010411,PT11A,0104,Fermedo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010413,010413,PT11A,0104,Mansores,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010414,010414,PT11A,0104,Moldes,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010415,010415,PT11A,0104,Rossas,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010416,010416,PT11A,0104,Santa Eulália,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010417,010417,PT11A,0104,São Miguel do Mato,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010418,010418,PT11A,0104,Tropeço,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010419,010419,PT11A,0104,Urrô,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010420,010420,PT11A,0104,Várzea,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010421,010421,PT11A,0104,União das Freguesias de Arouca e Burgo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010422,010422,PT11A,0104,União das Freguesias de Cabreiros e Albergaria da Serra,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010423,010423,PT11A,0104,União das Freguesias de Canelas e Espiunca,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010424,010424,PT11A,0104,União das Freguesias de Covelo de Paivó e Janarde,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010501,010501,PT16D,0105,Aradas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010502,010502,PT16D,0105,Cacia,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010505,010505,PT16D,0105,Esgueira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010508,010508,PT16D,0105,Oliveirinha,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010510,010510,PT16D,0105,São Bernardo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010511,010511,PT16D,0105,São Jacinto,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010513,010513,PT16D,0105,Santa Joana,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010515,010515,PT16D,0105,Eixo e Eirol,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010516,010516,PT16D,0105,"Requeixo, Nossa Senhora de Fátima e Nariz",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010517,010517,PT16D,0105,União das Freguesias de Glória e Vera Cruz,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010602,010602,PT11C,0106,Fornos,all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010606,010606,PT11C,0106,Real,all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010607,010607,PT11C,0106,Santa Maria de Sardoura,all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010608,010608,PT11C,0106,São Martinho de Sardoura,all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010610,010610,PT11C,0106,"União das Freguesias de Raiva, Pedorído e Paraíso",all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010611,010611,PT11C,0106,União das Freguesias de Sobrado e Bairros,all_territories_with_mainland_fixed_test,training,1,Training CV fold 2
010702,010702,PT11A,0107,Espinho,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010704,010704,PT11A,0107,Paramos,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010705,010705,PT11A,0107,Silvalde,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010706,010706,PT11A,0107,União das Freguesias de Anta e Guetim,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010801,010801,PT16D,0108,Avanca,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010805,010805,PT16D,0108,Pardilhó,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010806,010806,PT16D,0108,Salreu,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010808,010808,PT16D,0108,União das Freguesias de Beduído e Veiros,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010809,010809,PT16D,0108,União das Freguesias de Canelas e Fermelã,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
010901,010901,PT11A,0109,Argoncilhe,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010902,010902,PT11A,0109,Arrifana,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010904,010904,PT11A,0109,Escapães,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010907,010907,PT11A,0109,Fiães,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010908,010908,PT11A,0109,Fornos,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010913,010913,PT11A,0109,Lourosa,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010914,010914,PT11A,0109,Milheirós de Poiares,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010916,010916,PT11A,0109,Mozelos,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010917,010917,PT11A,0109,Nogueira da Regedoura,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010918,010918,PT11A,0109,São Paio de Oleiros,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010919,010919,PT11A,0109,Paços de Brandão,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010921,010921,PT11A,0109,Rio Meão,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010922,010922,PT11A,0109,Romariz,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010924,010924,PT11A,0109,Sanguedo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010925,010925,PT11A,0109,Santa Maria de Lamas,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010926,010926,PT11A,0109,São João de Ver,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010932,010932,PT11A,0109,União das Freguesias de Caldas de São Jorge e Pigieros,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010933,010933,PT11A,0109,"União das Freguesias de Canedo, Vale e Vila Maior",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010934,010934,PT11A,0109,"União das Freguesias de Lobão, Guião, Louredo e Guisande",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010935,010935,PT11A,0109,"União das Freguesias de Santa Maria da Feira, Travanca, Safins e Espargo",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
010936,010936,PT11A,0109,União das Freguesias de São Miguel do Souto e Mosteirô,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011005,011005,PT16D,0110,Gafanha da Encarnação,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011006,011006,PT16D,0110,Gafanha da Nazaré,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011007,011007,PT16D,0110,Gafanha do Carmo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011008,011008,PT16D,0110,Ílhavo (São Salvador),all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011102,011102,PT16E,0111,Barcouço,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011103,011103,PT16E,0111,Casal Comba,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011104,011104,PT16E,0111,Luso,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011106,011106,PT16E,0111,Pampilhosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011107,011107,PT16E,0111,Vacariça,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011109,011109,PT16E,0111,"União das Freguesias de Mealhada, Ventosa do Bairro e Antes",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011201,011201,PT16D,0112,Bunheiro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011202,011202,PT16D,0112,Monte,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011203,011203,PT16D,0112,Murtosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011204,011204,PT16D,0112,Torreira,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011301,011301,PT11A,0113,Carregosa,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011302,011302,PT11A,0113,Cesar,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011303,011303,PT11A,0113,Fajões,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011304,011304,PT11A,0113,Loureiro,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011305,011305,PT11A,0113,Macieira de Sarnes,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011310,011310,PT11A,0113,Ossela,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011315,011315,PT11A,0113,São Martinho da Gândara,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011318,011318,PT11A,0113,São Roque,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011319,011319,PT11A,0113,Vila de Cucujães,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011320,011320,PT11A,0113,União das Freguesias de Nogueira do Cravo e Pindelo,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011321,011321,PT11A,0113,"União das Freguesias de Oliveira de Azeméis, Santiafo de Riba-Ul, Machinata de Seixa e Madail",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011322,011322,PT11A,0113,"União das Freguesias de Pinheiro da Bemposta, Travanca e Palmaz",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011403,011403,PT16D,0114,Oiã,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011404,011404,PT16D,0114,Oliveira do Bairro,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011405,011405,PT16D,0114,Palhaça,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011407,011407,PT16D,0114,"União das Freguesias de Bustos, Troviscal e Mamarrosa",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011502,011502,PT16D,0115,Cortegaça,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011503,011503,PT16D,0115,Esmoriz,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011504,011504,PT16D,0115,Maceda,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011507,011507,PT16D,0115,Válega,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011509,011509,PT16D,0115,"União das Freguesias de Ovar, São João, Arada e São Vicente de Pereira Jusã",all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011601,011601,PT11A,0116,São João da Madeira,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011702,011702,PT16D,0117,Couto de Esteves,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011704,011704,PT16D,0117,Pessegueiro do Vouga,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011705,011705,PT16D,0117,Rocas do Vouga,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011706,011706,PT16D,0117,Sever do Vouga,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011708,011708,PT16D,0117,Talhadas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011710,011710,PT16D,0117,União das Freguesias de Cedrim e Paradela,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011711,011711,PT16D,0117,União das Freguesias de Silva Escura e Dornelas,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011801,011801,PT16D,0118,Calvão,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011804,011804,PT16D,0118,Gafanha da Boa Hora,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011805,011805,PT16D,0118,Ouca,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011807,011807,PT16D,0118,Sosa,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011810,011810,PT16D,0118,Santo André de Vagos,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011812,011812,PT16D,0118,União das Freguesias de Fonte de Angeão e Covão do Lobo,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011813,011813,PT16D,0118,União das Freguesias de Ponte de Vagos e Santa Catarina,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011814,011814,PT16D,0118,União das Freguesias de Vagos e Santo António,all_territories_with_mainland_fixed_test,training,3,Training CV fold 4
011901,011901,PT11A,0119,Arões,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011902,011902,PT11A,0119,São Pedro de Castelões,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011903,011903,PT11A,0119,Cepelos,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011905,011905,PT11A,0119,Junqueira,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011906,011906,PT11A,0119,Macieira de Cambra,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011907,011907,PT11A,0119,Roge,all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
011910,011910,PT11A,0119,"União das Freguesias de Vila Chã, Codal e Vila Cova do Perrinho",all_territories_with_mainland_fixed_test,training,2,Training CV fold 3
020102,020102,PT184,0201,Ervidel,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020103,020103,PT184,0201,Messejana,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020104,020104,PT184,0201,São João de Negrilhos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020106,020106,PT184,0201,União das Freguesias de Aljustrel e Rio de Moinhos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020203,020203,PT184,0202,Rosário,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020205,020205,PT184,0202,Santa Cruz,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020206,020206,PT184,0202,São Barnabé,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020208,020208,PT184,0202,Aldeia dos Fernandes,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020209,020209,PT184,0202,União das Freguesias de Almodôvar e Graça dos Padrões,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020210,020210,PT184,0202,União das Freguesias de Santa-Clara-a-Nova e Gomes Aires,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020301,020301,PT184,0203,Alvito,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020302,020302,PT184,0203,Vila Nova da Baronia,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020401,020401,PT184,0204,Barrancos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020502,020502,PT184,0205,Baleizão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020503,020503,PT184,0205,Beringel,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020504,020504,PT184,0205,Cabeça Gorda,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020506,020506,PT184,0205,Nossa Senhora das Neves,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020510,020510,PT184,0205,Santa Clara de Louredo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020516,020516,PT184,0205,São Matias,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020519,020519,PT184,0205,União das Freguesias de Albernoa e Trindade,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020520,020520,PT184,0205,União das Freguesias de Beja ( São Salvador e Santa Maria da Feira),all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020521,020521,PT184,0205,União das Freguesias de Beja ( Santiago Maior e São João Baptista),all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020522,020522,PT184,0205,União das Freguesias de Salvada e Quintos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020523,020523,PT184,0205,União das Freguesias de Santa Vitória e Mombeja,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020524,020524,PT184,0205,União das Freguesias de Trigaches e São Brissos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020603,020603,PT184,0206,Entradas,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020604,020604,PT184,0206,Santa Bárbara de Padrões,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020605,020605,PT184,0206,São Marcos da Ataboeira,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020606,020606,PT184,0206,União das Freguesias de Castro Verde e Casével,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020701,020701,PT184,0207,Cuba,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020702,020702,PT184,0207,Faro do Alentejo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020703,020703,PT184,0207,Vila Alva,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020704,020704,PT184,0207,Vila Ruiva,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020803,020803,PT184,0208,Figueira dos Cavaleiros,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020804,020804,PT184,0208,Odivelas,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020807,020807,PT184,0208,União das Freguesias de Alfundão e Peroguarda,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020808,020808,PT184,0208,União das Freguesias de Ferreira do Alentejo e Canhestros,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020901,020901,PT184,0209,Alcaria Ruiva,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020902,020902,PT184,0209,Corte do Pinto,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020903,020903,PT184,0209,Espírito Santo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020904,020904,PT184,0209,Mértola,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020905,020905,PT184,0209,Santana de Cambas,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020906,020906,PT184,0209,São João dos Caldeireiros,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
020910,020910,PT184,0209,"União das Freguesias de São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021001,021001,PT184,0210,Amareleja,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021002,021002,PT184,0210,Póvoa de São Miguel,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021008,021008,PT184,0210,Sobral da Adiça,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021009,021009,PT184,0210,União das Freguesias de Moura (Santo Agostinho e São João Baptista) e Santo Amador,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021010,021010,PT184,0210,União das Freguesias de Safara e Santo Aleixo da Restauração,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021102,021102,PT181,0211,Relíquias,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021103,021103,PT181,0211,Sabóia,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021106,021106,PT181,0211,São Luís,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021107,021107,PT181,0211,São Martinho das Amoreiras,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021111,021111,PT181,0211,Vila Nova de Milfontes,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021115,021115,PT181,0211,Luzianes-Gare,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021116,021116,PT181,0211,Boavista dos Pinheiros,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021117,021117,PT181,0211,Longueira/Almograve,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021118,021118,PT181,0211,Colos,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021119,021119,PT181,0211,Santa Clara-a-Velha,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021120,021120,PT181,0211,São Salvador e Santa Maria,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021121,021121,PT181,0211,São Teotónio,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021122,021122,PT181,0211,Vale de Santiago,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021203,021203,PT184,0212,Ourique,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021206,021206,PT184,0212,Santana da Serra,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021207,021207,PT184,0212,União das Freguesias de Garvão e Santa Luzia,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021208,021208,PT184,0212,União das Freguesias de Panóis e Conceição,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021302,021302,PT184,0213,Brinches,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021303,021303,PT184,0213,Pias,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021307,021307,PT184,0213,Vila Verde de Ficalho,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021308,021308,PT184,0213,União das Freguesias de Serpa (Salvador e Santa Maria),all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021309,021309,PT184,0213,União das Freguesias de Vila Nova de São Bento e Vale de Vargo,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021401,021401,PT184,0214,Pedrógão,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021402,021402,PT184,0214,Selmes,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021403,021403,PT184,0214,Vidigueira,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
021404,021404,PT184,0214,Vila de Frades,all_territories_with_mainland_fixed_test,training,4,Training CV fold 5
030102,030102,PT112,0301,Barreiros,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030104,030104,PT112,0301,Bico,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030105,030105,PT112,0301,Caires,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030107,030107,PT112,0301,Carrazedo,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030108,030108,PT112,0301,Dornelas,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030111,030111,PT112,0301,Fiscal,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030112,030112,PT112,0301,Goães,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030113,030113,PT112,0301,Lago,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030118,030118,PT112,0301,Rendufe,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030119,030119,PT112,0301,Bouro (Santa Maria),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030120,030120,PT112,0301,Bouro (Santa Marta),all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030125,030125,PT112,0301,União das Freguesias de Amares e Figueiredo,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030126,030126,PT112,0301,"União das Freguesias de Caldelas, Sequeiros e Paranhos",all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030127,030127,PT112,0301,"União das Freguesias de Ferreiros, Prozelo e Besteiros",all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030128,030128,PT112,0301,União das Freguesias de Torre e Portela,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030129,030129,PT112,0301,"União das Freguesias de Vilela, Seramil e Paredes Secas",all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030201,030201,PT112,0302,Abade de Neiva,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030202,030202,PT112,0302,Aborim,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030203,030203,PT112,0302,Adães,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030205,030205,PT112,0302,Airó,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030206,030206,PT112,0302,Aldreu,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030208,030208,PT112,0302,Alvelos,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030209,030209,PT112,0302,Arcozelo,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030210,030210,PT112,0302,Areias,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030212,030212,PT112,0302,Balugães,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030213,030213,PT112,0302,Barcelinhos,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030215,030215,PT112,0302,Barqueiros,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
030216,030216,PT112,0302,Cambeses,all_territories_with_mainland_fixed_test,fixed_test,,Fixed test
